Experiment,Reference,Apparatus,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Total
13-A-5,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1090,gl - ol - cp - sp - leuc - neph,44.76,1.04,21.41,0.01,6.200762,0.28,3.44,8.64,6.92,6.03,0.63,,99.48
13-B-7,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1090,gl - ol - cp - sp - leuc - neph,44.35,0.32,20.76,,6.652746,0.2,3.9,11.15,6.38,5.31,1.35,,100.5
13-B-10,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1090,gl - ol - cp - sp - leuc - neph,42.35,1.25,19.62,0.01,7.345712,0.39,4.16,11.79,5.86,5.63,1.29,,99.84
13-B-11,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1090,gl - ol - cp - leuc - neph,43.42,1.71,18.68,,7.625692,0.27,4.17,9.65,6.57,5.83,1.48,,99.56
14-A-7,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1099,gl - ol - mel - sp,39.09,2.2,15.71,0.02,10.07461,0.77,5.34,15.38,4.23,3.67,1.82,,98.5
14-B-12,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1099,gl - ol - sp - leuc - neph,43.68,1.23,20.02,,6.148758,0.32,4.34,11.6,5.77,5.99,0.68,,99.9
SAY-7E-11,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1330,gl - ol,51.02,1.81,12.4,0.09,7.228738,0.09,10.55,9,3.51,4.14,1.13,,101.1
SAY-7E-6,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1301,gl - ol - sp,50.74,1.85,12.39,0.1,7.641724,0.11,9.29,8.37,3.54,3.83,1.16,,99.16
SAY-7E-16,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1234,gl - ol - sp,50.14,1.98,13.42,0.04,6.83469,0.11,7.42,9.66,3.73,4.26,1.5,,99.25
SAY-7E-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1201,gl - ol - cp - sp,50.38,2.02,14.55,0.02,6.92471,0.11,5.8,9.15,3.98,4.5,1.3,,98.88
SAY-7E-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1121,gl - ol - cp - sp - leuc,51.42,2.25,17.47,0.02,5.493768,0.08,2.95,5.23,5.77,5.78,1.6,,98.19
SAY-7E-21,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1064,gl - ol - cp - sp - Kfs,57.33,2.23,18.38,,3.486854,0.04,1.43,2.26,6.8,6.43,0.73,,99.19
BS-501-12,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1328,gl,50.66,1.65,13.52,0.1,7.97976,0.15,9.72,8.97,2.33,3.51,0.75,,99.46
BS-501-10A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1302,gl - ol - sp,50.89,1.7,13.83,0.07,8.418718,0.15,8.46,9.09,2.51,3.66,0.84,,99.76
BS-501-1A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1270,gl - ol - sp,51.81,1.8,13.92,0.06,8.517716,0.13,8.08,9.07,2.41,3.48,0.81,,100.23
BS-501-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1235,gl - ol - sp,51.5,1.75,15.14,0.05,7.758738,0.13,6.77,9.82,2.43,3.4,0.59,,99.47
BS-501-2A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1176,gl - ol - sp,51.19,1.84,15.42,0.05,7.642746,0.13,5.17,9.54,2.84,4.16,1,,99.11
BS-501-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - cp - pl - sp,53.43,2.29,16.05,,7.520722,0.1,3.48,7.44,2.78,4.94,1.11,,99.28
BS-501-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1133,gl - ol - cp - pl - sp,52.17,2.57,16.4,,7.432726,0.11,3.03,6.74,3.17,5.45,1.64,,98.85
BS-501-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1116,gl - ol - cp - pl - sp - leuc,50.1,2.48,17.31,,7.658698,0.12,3.03,6.5,4.86,5.4,1.87,,99.48
BS-501-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1092.5,gl - ol - cp - pl - sp - leuc,54.02,2.41,18.45,,5.348778,0.09,1.72,3.34,6.22,6.24,1.1,,99.05
94-08-10A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1302,gl,49.26,1.04,17.8,0.04,8.243688,0.18,4.04,8.49,2.82,6.99,0.62,,99.68
94-08-1A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1270,gl - sp - leuc,49.31,1.06,17.7,0.03,8.575672,0.18,3.99,8.64,2.67,6.84,0.53,,99.69
94-08-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1203,gl - sp - leuc,47.39,1.2,17.68,0.01,9.396674,0.19,4.74,10.11,2.87,4.93,0.02,,98.7
94-08-2A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1176,gl - cp - sp - leuc ,46.22,1.36,16.07,,10.798658,0.23,4.99,10.88,3.29,4.35,1.24,,99.6
94-08-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - pl - sp - leuc,47.1,1.91,15.53,,12.726574,0.24,3.96,10.12,2.4,4.05,1.2,,99.45
94-08-4A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1378,gl - cp - pl - sp - leuc,46.86,1.5,16.22,0.02,12.602586,0.28,4.2,8.36,3.64,4.11,1.3,,99.3
94-08-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1133,gl - ol - pl - sp - leuc,46.81,1.69,16.66,0.02,12.626574,0.24,3.25,8.91,3.88,4.28,1.08,,99.66
94-08-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1116,gl - cp - pl - sp - leuc,44.32,1.31,18.18,0.01,11.52956,0.24,3.22,8.95,5.29,4.28,1.37,,98.92
94-18-11,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1300,gl - leuc - sp,47.78,1.11,17.52,,11.340482,0.19,3.97,8.75,2.7,6.7,0.81,,101.13
94-18-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - pl - sp - leuc,47.64,1.65,16.4,,11.603608,0.22,4.03,9.56,2.85,4.4,0.83,,99.38
94-18-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1133,gl - cp - pl - sp - leuc,45.92,2.18,15.69,,13.591544,0.25,3.43,9.39,3.5,3.87,1.36,,99.41
20421-16,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1234,gl,49.84,1.33,21.74,,6.523648,0.19,1.29,4.56,2.49,8.28,0.24,,96.66
20421-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1201,gl - leuc,47.51,1.43,21.82,,6.53972,0.19,1.37,4.84,6.5,7.43,0.3,,98.07
20421-15,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1149,gl - leuc,46.78,1.47,21.34,,7.465692,0.21,1.57,5.35,7.08,6.41,0.38,,98.21
20421-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1116,gl - sp - leuc,44.84,1.32,20.25,,8.515652,0.29,2.1,7.3,7.33,5.32,0.79,,98.23
20421-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1092.5,gl - cp - sp - leuc - neph,45.83,1.14,20.64,,7.8497,0.29,1.89,6.73,6.83,5.05,0.77,,97.17
20421-21,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1064,gl - cp - sp - leuc - neph,48.96,1.33,19.97,0.01,7.028718,0.3,1.34,5.72,7.99,5.08,0.65,,98.52
K-8-16,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1234,gl - ol - sp,44.16,2.68,16.88,0.01,10.165692,0.16,7.92,12.54,3.19,1.56,0.45,,99.87
K-8-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1201,gl - ol - pl - sp,43.94,2.86,16.89,0.01,10.038678,0.17,6.52,12.65,3.19,1.99,0.52,,98.94
K-8-18,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1176,gl - ol - cp - pl - sp,43.79,2.98,18.45,0.01,9.556634,0.15,4.85,11.92,3.07,3.03,0.64,,98.63
K-8-15,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1149,gl - ol - cp - pl - sp,42.74,3.74,16.48,,12.091564,0.19,4.66,10.98,4.84,2.68,1.09,,99.71
K-8-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1121,gl - ol - cp - pl - sp,45.38,3.35,17.61,0.01,10.697616,0.19,3.52,8.78,5.3,3.7,1.38,,100.11
K-14-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1201,gl - ol - sp,45.95,2.3,17.2,0.01,9.015692,0.19,6.12,10.75,4.35,2.68,0.59,,99.31
K-14-18,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1176,gl - ol - cp - pl - sp,45.93,2.62,17.12,0.01,9.02966,0.1,5.01,10.72,4.27,3.06,0.74,,98.77
K-14-15,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1149,gl - ol - cp - pl - sp,47.04,2.56,18.21,0.01,9.405652,0.21,4.13,9.42,5.56,3.38,0.56,,100.66
K-14-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1116,gl - ol - cp - pl - sp,48.42,2.76,19.3,,7.83469,0.21,2.62,6.24,6.76,4.6,0.69,,99.59
K-15-15,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1149,gl - ol - sp - pl,48.84,1.75,18.66,,9.386654,0.23,3.44,7.64,6.06,3.58,0.61,,100.37
K-15-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1121,gl - ol - cp - pl - sp,49.55,1.85,18.57,0.01,9.403648,0.21,2.79,6.68,6.37,3.97,0.53,,100.11
K-15-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1092.5,gl - ol - cp - pl - sp,50.39,1.8,17.7,0.01,8.995652,0.25,2.27,6.11,6.4,4.27,0.79,,99.15
K-15-21,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1064,gl - ol - cp - pl - sp,52.52,1.61,19.43,,7.407696,0.22,1.72,4.52,6.98,5.17,0.5,,100.23
SSC-1-16,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1234,gl - ol - sp,45.54,2.47,14.91,0.02,11.258638,0.18,7.53,11.59,3.59,1.47,0.75,,99.49
SSC-1-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1201,gl - ol - sp,44.91,2.61,15.27,0.02,10.960642,0.17,6.79,11.81,3.72,1.65,0.71,,98.8
SSC-1-18,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1176,gl - ol - cp - pl - sp,44.93,2.91,15.57,0.02,11.381604,0.1,5.66,11.25,4.12,1.76,0.77,,98.67
SSC-1-15,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1149,gl - ol - cp - pl - sp,44.35,3.75,15.45,,12.731544,0.17,4.4,10.51,4.41,2.42,1.29,,99.71
SSC-1-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1121,gl - ol - cp - pl - sp,43.6,3.63,15.13,0.01,12.671524,0.15,4.02,10.06,5.08,2.76,1.98,,99.33
SSC-2-15,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1149,gl - pl,49.05,2.59,15.95,,11.1096,0.23,3.7,7.18,5.62,2.47,0.85,,98.95
SSC-2-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1116,gl - ol - cp - pl - sp,49.67,2.77,15.94,,10.723588,0.23,2.88,6.49,6.03,2.88,0.95,,98.77
SSC-2-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1092.5,gl - ol - cp - pl - sp,51.44,2.33,17.27,,9.366634,0.22,2.32,5.33,7.05,3.71,0.73,,99.95
CSQ-3-1A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1270,gl - ol,47.71,2.38,14.95,0.08,11.242686,0.17,9.52,8.95,3.43,1.15,0.43,,100.17
CSQ-3-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1235,gl - ol - sp,47.59,2.59,16.91,0.03,10.900682,0.16,7.05,9.99,3.33,1.28,0.37,,100.36
CSQ-3-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1203,gl - ol - pl - sp,48.16,3.58,16.42,0.02,10.613668,0.16,6.12,9.94,3.58,1.43,0.49,,100.68
CSQ-3-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - pl - sp,48.37,4.31,14.62,,11.638598,0.17,4.58,9.18,3.67,2,0.73,,99.47
CSQ-3-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1133,gl - ol - pl - sp - ilm,49.46,4.56,15.14,,11.075592,0.18,3.28,7.65,4.65,2.94,0.92,,100.06
CSQ-3-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1121,gl - ol - cp - pl - sp - ilm,47.68,3.93,16.68,0.01,9.775612,0.15,3.2,7.15,6.16,3.46,0.99,,99.38
CSQ-3-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1092.5,gl - ol - cp - pl - sp - ilm,50.74,2.12,19.83,,6.628738,0.11,2.04,4.95,7.55,4.6,1.07,,99.77
TB-253-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1235,gl - ol - sp,48.58,2.22,16.88,0.03,10.0297,0.14,6.7,8.93,3.46,1.69,0.38,,99.19
TB-253-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1203,gl - ol - pl - sp,49.08,2.38,16.91,0.01,10.872666,0.16,5.61,9.04,3.69,1.76,0.56,,100.24
TB-253-2A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1176,gl - ol - pl - sp,49.27,2.7,15.7,0.03,10.072686,0.18,5.48,9.41,4.27,1.85,0.59,,99.71
TB-253-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - cp - pl - sp,49.45,4.17,14.25,0.04,11.127596,0.15,4.36,8.91,4.04,2.37,0.78,,99.85
TB-253-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1133,gl - ol - cp - pl - ilm,53.63,3.64,15.32,,9.34465,0.2,2.82,6.04,4.31,3.96,0.63,,100.07
HC-63-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1235,gl - pl - sp,48.89,1.28,16.42,0.04,10.606714,0.17,7.85,10.88,2.74,0.29,0.12,,99.43
HC-63-4A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1137,gl - ol - cp - pl - sp,50.87,4.51,11.81,,14.873468,0.33,3.48,7.74,4.25,1.1,0.61,,99.84
PRT-10A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1302,gl,52.48,2.18,15.92,0.06,9.935692,0.09,6.85,7.43,4.25,0.73,0.24,,100.33
PRT-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1203,gl - ol - sp,52.48,2.17,17.05,0.03,9.361724,0.09,5.74,7.59,3.95,0.71,0.28,,99.59
PRT-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - pl - sp,54.87,3.54,14.09,0.04,9.831644,0.1,4,7.2,4.5,1.59,0.42,,100.36
PRT-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1116,gl - ol - cp - pl - ilm,56.4,3.19,15.4,,8.23968,0.1,2.61,4.75,5.84,2.75,0.52,,99.96
COL-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1203,gl - ol - pl - sp,57.25,0.78,16.8,0.02,6.91978,0.12,5.31,7.36,4.07,1.13,0.15,,100.02
COL-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - cp - pl - sp,60.2,1.16,14.5,0.02,8.115712,0.11,3.43,6.36,4.2,1.84,0.28,,100.36
ws-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1145,gl - ol - cp - pl,52.16,3.09,13.05,0.03,13.671564,0.22,4.45,8.52,2.81,1.25,0.34,,99.81
ws-4A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1378,gl - ol - cp - pl - sp - cp,52.04,3.67,11.87,0.02,15.366494,0.22,3.63,7.74,2.75,1.46,0.38,,99.4
ws-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1116,gl - ol - cp - pl - sp,52.37,3.28,13.13,,13.077536,0.17,2.93,6.99,3.94,2.24,0.72,,99.08
ws-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1092.5,gl - ol - cp - pl,57.87,2.53,13.56,,10.680622,0.16,2.3,5.41,4.01,2.53,0.77,,100.01
FG-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1235,gl - ol - pl - sp,49.84,0.93,15.85,0.06,9.576734,0.17,8.6,12.72,2.14,0.31,0.19,,100.52
FG-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1203,gl - ol - pl - sp,49.84,1.16,14.09,0.06,11.72467,0.21,7.41,11.73,2.15,0.21,0.17,,98.92
FG-4A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1137,gl - ol - cp - pl - sp - ilm,50.73,4.35,11.28,0.05,16.298438,0.25,3.78,8.23,3.13,0.82,0.64,,99.84
94-08A-24,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1160,gl - ol - cp - pl - sp - leuc,47.32,1.49,16.39,0.03,9.758658,0.19,4.96,10.78,2.35,4.34,1.21,,98.99
94-08C-24,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1160,gl - ol - pl - sp - leuc,48.37,1.44,16.65,0.03,9.423668,0.18,4.68,10.06,2.34,4.75,0.91,,99
PC-OP-26,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1072,gl - ol - cp - pl - gl - neph,52.17,1.44,20.98,,6.111784,0.1,3.11,6.44,9.44,0.9,0.43,,101.23
WS-11,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987)",1atm_furnace,0.001,,1050,?,51.73,2.49,13.82,0.06,12.325592,0.21,5.67,9.51,2.65,0.96,0.32,,99.95
1,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",1atm_furnace,0.001,,1224,gl,50.02,2.76,14.89,,11.82,0.2,4.99,10.28,2.85,0.93,0.65,,99.39
7,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",1atm_furnace,0.001,,1184,gl - pl,50,2.7,14.91,,12.41,0.19,5.05,10.31,2.78,0.92,0.75,,100.03
3,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",1atm_furnace,0.001,,1154,gl - pl,50.25,2.8,14.59,,12.96,0.2,5.2,10.17,2.69,0.94,0.74,,100.54
14,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",1atm_furnace,0.001,,1134,gl - pl,49.75,3.1,13.19,,13.87,0.2,5.73,10.02,2.66,1.04,0.72,,100.28
11,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",1atm_furnace,0.001,,1119,gl - ol - cp - pl - sp,49.51,3.39,12.29,,14.62,0.24,5.56,9.73,2.55,1.07,0.74,,99.7
27,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",1atm_furnace,0.001,,1105,gl -  cp - pl - sp,53.3,3.39,13.02,,11.34,0.23,4.08,7.76,3.18,1.71,0.95,,98.97
9,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",1atm_furnace,0.001,,1084,gl -  cp - pl - sp,57.29,3.03,12.9,,9.39,0.2,3.01,6.25,3.29,2.35,1.09,,98.79
8,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,4.3,,1250,gl,49.42,2.79,15.13,,11.95,0.16,5.21,10.33,2.94,0.92,0.7,,99.55
15,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,4.3,,1200,gl,49.69,2.77,15.21,,12.08,0.17,5.11,10.28,2.76,0.91,0.69,,99.66
16,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,4.3,,1180,gl - cp - pl,49.6,2.88,14.33,,12.74,0.21,5.35,10.18,3.09,0.95,0.71,,100.03
13,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,4.3,,1150,gl - cp - pl,48.46,3.73,12.97,,16.17,0.22,4.66,8.53,3.21,1.32,0.76,,100.03
20,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,4.3,,1120,gl - ol - cp - pl ,46.34,4.84,11.98,,18.46,0.27,3.86,8.15,2.99,1.51,0.94,,99.33
2,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,9.3,,1280,gl,49.43,2.74,14.99,,11.85,0.2,4.99,10.44,2.82,0.93,0.66,,99.04
12,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,9.3,,1250,gl,49.21,2.68,15.08,,12.5,0.18,5.2,10.4,2.88,0.9,0.66,,99.68
10,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,9.3,,1210,gl - cp - pl,49.2,3.11,14.77,,14.18,0.2,4.37,9.07,2.95,1.07,0.77,,99.7
4,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,9.3,,1180,gl - cp - pl,46.37,4.63,13.01,,18.16,0.25,3.77,8.04,2.88,1.5,0.94,,99.55
19,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,9.3,,1160,gl -  cp - pl - ap,46.15,4.92,12.76,,18.02,0.21,3.55,7.88,2.91,1.47,0.9,,98.76
23,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,14.3,,1300,gl,49.69,2.66,15.03,,12.53,0.21,5.14,10.28,2.81,0.88,0.7,,99.93
24,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,14.3,,1250,gl - cp - pl,48.35,3.56,14.93,,13.84,0.18,3.62,8.12,3.36,1.24,0.73,,97.92
26,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,14.3,,1220,gl - cp - pl,48.24,4.45,14.04,,16.48,0.23,3.34,7.73,2.99,1.47,0.85,,99.81
30,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,14.3,,1190,gl - cp - pl,45.6,5.89,13.26,,18.35,0.24,3.1,7.75,2.5,1.52,1.21,,99.42
22,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,4.3,,1180,gl,49.51,2.79,14.97,,12.01,0.19,4.89,10.13,2.95,0.95,0.62,,99.01
37,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,4.3,,1050,gl - cp - pl - ilm,47.97,2.82,14.57,,14.57,0.18,2.73,7.22,3.34,1.52,0.83,,95.75
35,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,6.8,,1020,gl - cp - pl - ilm,50,1.65,15.62,,13.68,0.18,2.17,6.05,3.58,1.84,0.87,,95.64
29,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,9.3,,1220,gl,48.85,2.77,14.76,,12.02,0.18,5,10.26,2.75,0.91,0.65,,98.16
31,"Scoates, J.S., Lo Cascio, M., Weis, D., Lindsley, D.H. (2006)",Piston Cylinder,9.3,,1120,gl - cp,48.47,2.86,15.69,,12.21,0.2,3.3,8.08,3.24,1.13,0.68,,95.86
VB-1,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",Piston Cylinder,5,,1150,gl,47.26,3.82,13.97,,15.56,0.25,3.06,7.7,3.28,1.77,2.4,,99.07
VB-2,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",Piston Cylinder,5,,1120,pl - gl,47.62,3.85,13.3,,16.34,0.23,3.16,7.47,2.95,1.92,2.43,,99.27
VB-3,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",Piston Cylinder,5,,1100,pl - gl,47.51,3.9,13.47,,15.74,0.23,3.16,7.57,3.17,1.89,2.53,,99.17
VB-4,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",Piston Cylinder,5,,1080,pl - ol - ilm - ap - gl,46,4.24,11.57,,18.26,0.27,3.66,7.8,2.8,1.82,2.74,,99.16
