Experiment,Reference,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Cr2O3,Total,Alk Line,Sub line,Alkalinity (S),Alkalinity (A),Na2O+K2O
KN-54-2-2-1,Grove1992,0.001,0.00001,1210,gl,51.4,1.55,16.1,8.55,0.15,7.96,10.2,3.46,0.28,,,0.06,99.71,7.32,4.6766,0.9366,3.58,3.74
KN-54-2-2-1,Grove1992,0.001,0.00001,1207,gl-ol-sp,51.9,1.5,17,7.82,0.23,8.06,9.93,3.71,0.28,,,0.06,100.49,7.72,4.9336,0.9436,3.73,3.99
KN-54-2-2-1,Grove1992,0.001,0.00001,1205,gl-ol-pl,51.2,1.66,16.2,9.91,0.23,7.5,10.1,3.65,0.3,,,0.07,100.82,7.16,4.5738,0.6238,3.21,3.95
KN-54-2-2-1,Grove1992,0.001,0.00001,1196,gl-ol-pl,52.5,1.74,16.1,8.63,0.15,7.47,10.3,3.47,0.29,,,0.05,100.7,8.2,5.242,1.482,4.44,3.76
KN-54-2-2-1,Grove1992,0.001,0.00001,1185,gl-ol-pl,51.5,1.9,14.9,9.09,0.18,6.8,10.4,3.6,0.33,,,0.06,98.76,7.4,4.728,0.798,3.47,3.93
KN-54-2-2-1,Grove1992,0.001,0.00001,1177,gl-ol-pl,52.5,2.09,14.9,9.59,0.17,6.67,10.9,3.47,0.32,,,0.07,100.68,8.2,5.242,1.452,4.41,3.79
KN-54-2-2-1,Grove1992,0.001,0.00001,1170,gl-ol-pl,52.6,2.26,14.2,9.56,0.19,6.26,10.5,3.56,0.38,,,0.04,99.55,8.28,5.2934,1.3534,4.34,3.94
KN-54-2-2-1,Grove1992,0.001,0.00001,1161,gl-ol-cp-pl,51.9,2.38,13.6,11.3,0.23,6.06,10.4,3.27,0.34,,,0.06,99.54,7.72,4.9336,1.3236,4.11,3.61
ALV-1690-20,Grove1992,2,0.02,1176,gl-ol-pl,49.7,1.93,14.3,10.7,0.22,7.19,10.6,3.17,0.18,0.25,,0,98.24,5.96,3.8028,0.4528,2.61,3.35
ALV-1690-20,Grove1992,2,0.02,1163,gl-ol-cp-pl,49.8,2.35,13.6,12.2,0.25,6.7,10.5,3.23,0.19,0.32,,0,99.14,6.04,3.8542,0.4342,2.62,3.42
ALV-1690-20,Grove1992,2,0.02,1152,gl-ol-cp-pl,50,2.47,13.7,11.7,0.19,6.6,10.5,3.36,0.22,0.36,,0,99.1,6.2,3.957,0.377,2.62,3.58
ALV-1690-20,Grove1992,2,0.02,1148,gl-ol-cp-pl,49.8,2.3,13.7,12,0.22,6.68,10.7,3.18,0.19,0.32,,0,99.09,6.04,3.8542,0.4842,2.67,3.37
ALV-1690-20,Grove1992,2,0.02,1145,gl-ol-cp-pl,49.8,3.32,12.9,12.9,0.27,6.08,9.86,3.11,0.25,0.43,,0,98.92,6.04,3.8542,0.4942,2.68,3.36
ALV-1690-20,Grove1992,2,0.02,1126,gl-ol-cp-pl,49,3.7,12.5,13.6,0.25,5.91,9.66,3.29,0.28,0.53,,0,98.72,5.4,3.443,-0.127,1.83,3.57
AII-96-18-1,Grove1992,8,0.5,1240,gl-ol-cp-pl,50.2,1.4,15.8,9.48,0.14,8.01,10.6,3.13,0.12,0.15,,0.05,99.08,6.36,4.0598,0.8098,3.11,3.25
AII-96-18-1,Grove1992,8,0.5,1230,gl-ol-cp-pl,49.1,1.82,15.6,11.2,0.19,7.64,9.77,3.57,0.14,0.13,,0.03,99.19,5.48,3.4944,-0.2156,1.77,3.71
AII-96-18-1,Grove1992,8,0.5,1215,gl-ol-cp-pl,48.7,1.9,15.3,11.5,0.09,7.27,9.62,3.61,0.15,0.13,,0.08,98.35,5.16,3.2888,-0.4712,1.4,3.76
ALV-528-1-1,Grove1992,8,0.5,1265,gl-ol-cp-pl,49,0.9,16.3,9.79,0.13,9.12,11.5,2.33,0.11,0.06,,0.11,99.35,5.4,3.443,1.003,2.96,2.44
ALV-528-1-1,Grove1992,8,0.5,1250,gl-ol-cp-pl,49.3,0.89,15.9,10.1,0.15,8.46,11.9,2.23,0.12,,,0.08,99.13,5.64,3.5972,1.2472,3.29,2.35
ALV-528-1-1,Grove1992,8,0.5,1235,gl-ol-cp-pl,49.2,1.02,15.6,11.1,0.27,8.32,11.6,2.28,0.14,0.16,,0.11,99.8,5.56,3.5458,1.1258,3.14,2.42
ALV-528-1-1,Grove1992,8,0.5,1225,gl-ol-cp-pl,48.9,1.72,15.4,11.9,0.22,7.88,10.4,3.12,0.16,0.26,,0.08,100.04,5.32,3.3916,0.1116,2.04,3.28
70-002,Grove1992,8,0.5,1240,gl-ol-cp-pl,49.2,1.11,16,8.63,0.05,9.5,11.8,2.61,0.08,0.08,,0.11,99.17,5.56,3.5458,0.8558,2.87,2.69
70-002,Grove1992,8,0.5,1225,gl-ol-cp-pl,48.9,2.8,14.5,11.6,0.3,7.9,10.2,3.39,0.27,0.37,,0.08,100.31,5.32,3.3916,-0.2684,1.66,3.66
70-002,Grove1992,8,0.5,1210,gl-ol-cp-pl,49,3.06,14,14.1,0.23,6.47,9.58,3.22,0.26,0.4,,0.06,100.38,5.4,3.443,-0.037,1.92,3.48
ALV-2004-3-1+10Ol,Grove1992,10,0.5,1250,gl-ol-cp-pl,48.7,1.21,17.2,8.99,0.25,8.1,10,3.84,0.13,0.13,,0,98.55,5.16,3.2888,-0.6812,1.19,3.97
ALV-2004-3-1+10Ol,Grove1992,10,0.5,1235,gl-ol-cp-pl,48.6,1.59,17.2,10.2,0.15,8.52,10.2,3.19,0.16,0.16,,0.06,100.03,5.08,3.2374,-0.1126,1.73,3.35
AII-96-18-1,Tormey1987,0.001,0.00001,1231,gl,50.5,1.45,15.3,9.26,0.17,8.56,11.2,3.13,0.12,,,0.04,99.73,6.6,4.214,0.964,3.35,3.25
AII-96-18-1,Tormey1987,0.001,0.00001,1205,gl-ol-pl,50.6,1.57,15,9.73,0.2,7.6,11.1,3.29,0.13,,,0.07,99.29,6.68,4.2654,0.8454,3.26,3.42
AII-96-18-1,Tormey1987,0.001,0.00001,1195,gl-ol-pl,50.7,1.67,15.1,9.6,0.18,7.76,11.3,2.87,0.13,0.16,,0.06,99.53,6.76,4.3168,1.3168,3.76,3
AII-96-18-1,Tormey1987,0.001,0.00001,1187,gl-ol-pl,51.2,1.67,15,9.95,0.18,7.78,11.6,2.81,0.14,0.15,,0.08,100.56,7.16,4.5738,1.6238,4.21,2.95
AII-96-18-1,Tormey1987,0.001,0.00001,1177,gl-ol-pl,50.3,1.83,14.1,10.6,0.24,7.24,11.4,2.85,0.16,,,0.04,98.76,6.44,4.1112,1.1012,3.43,3.01
AII-96-18-1,Tormey1987,0.001,0.00001,1171,gl-ol-cp-pl,50.4,2.15,13.5,11.2,0.24,6.73,11.1,3.27,0.17,,,0.02,98.78,6.52,4.1626,0.7226,3.08,3.44
AII-96-18-1,Tormey1987,0.001,0.00001,1153,gl-ol-cp-pl,50.9,2.62,12.5,13.1,0.25,6.01,10.4,2.97,0.18,0.24,,0.03,99.2,6.92,4.4196,1.2696,3.77,3.15
AII-96-18-1,Tormey1987,0.001,0.00001,1152,gl-ol-cp-pl,50.2,2.71,13,12.6,0.39,6.17,10.3,3.5,0.22,,,0.03,99.12,6.36,4.0598,0.3398,2.64,3.72
AII-78-3-102,Tormey1987,0.001,0.00001,1243,gl,48.8,0.96,17.5,9.58,0.14,9.62,10.2,2.71,0.11,0.07,,0.01,99.7,5.24,3.3402,0.5202,2.42,2.82
AII-78-3-102,Tormey1987,0.001,0.00001,1240,gl-ol-sp,49.1,0.99,17.3,9.3,0.17,9.85,10.5,2.91,0.11,,,0.09,100.32,5.48,3.4944,0.4744,2.46,3.02
AII-78-3-102,Tormey1987,0.001,0.00001,1235,gl-ol-pl-sp,49.1,0.96,17.3,9.57,0.19,9.14,10.4,2.95,0.11,,,0.09,99.81,5.48,3.4944,0.4344,2.42,3.06
AII-78-3-102,Tormey1987,0.001,0.00001,1230,gl-ol-pl,49,1.16,17.3,9.86,0.16,8.25,10.5,3.11,0.13,0.09,,0.01,99.57,5.4,3.443,0.203,2.16,3.24
AII-78-3-102,Tormey1987,0.001,0.00001,1224,gl-ol-pl,49.1,1.12,17.2,10,0.18,8.64,10.4,3.03,0.14,,,0.04,99.85,5.48,3.4944,0.3244,2.31,3.17
AII-78-3-102,Tormey1987,0.001,0.00001,1215,gl-ol-pl,48.2,1.19,16.4,10.5,0.19,8.39,10.5,3.15,0.13,,,0.09,98.74,4.76,3.0318,-0.2482,1.48,3.28
AII-78-3-102,Tormey1987,0.001,0.00001,1205,gl-ol-pl,48.5,1.52,15.5,11.4,0.17,7.44,11,3.18,0.17,,,0.06,98.94,5,3.186,-0.164,1.65,3.35
AII-78-3-102,Tormey1987,0.001,0.00001,1196,gl-ol-pl,49.1,1.43,15.6,11.7,0.17,7.42,11.2,3.2,0.17,,,0.05,100.04,5.48,3.4944,0.1244,2.11,3.37
AII-78-3-102,Tormey1987,0.001,0.00001,1192,gl-ol-pl,50.2,1.67,15.4,11.2,0.22,7.6,14.2,2.77,0.17,0.11,,0.05,103.59,6.36,4.0598,1.1198,3.42,2.94
AII-78-3-102,Tormey1987,0.001,0.00001,1186,gl-ol-pl,49.4,1.92,13.6,12.2,0.27,6.57,10.9,2.9,0.21,,,0.08,98.05,5.72,3.6486,0.5386,2.61,3.11
AII-78-3-102,Tormey1987,0.001,0.00001,1182,gl-ol-pl,50.2,1.81,14.8,12,0.23,7.31,11.3,3.33,0.18,0.14,,0.08,101.38,6.36,4.0598,0.5498,2.85,3.51
AII-78-3-102,Tormey1987,0.001,0.00001,1177,gl-ol-pl,49.4,1.57,15.3,11.3,0.18,6.68,11.5,2.81,0.18,,,0.05,98.97,5.72,3.6486,0.6586,2.73,2.99
AII-78-3-102,Tormey1987,0.001,0.00001,1171,gl-ol-pl,49.2,1.85,14.1,11.3,0.15,7.24,11.1,2.59,0.17,0.16,,0.01,97.87,5.56,3.5458,0.7858,2.8,2.76
AII-78-3-102,Tormey1987,0.001,0.00001,1163,gl-ol-cp-pl,51.3,2.21,13.1,11.8,0.22,6.82,11.1,3.27,0.19,0.22,,0.03,100.26,7.24,4.6252,1.1652,3.78,3.46
AII-78-3-102,Tormey1987,0.001,0.00001,1161,gl-ol-cp-pl,48.8,2.22,13.8,12.5,0.26,6.35,11.3,3.74,0.19,,,0.06,99.22,5.24,3.3402,-0.5898,1.31,3.93
AT-112,BakerEggler1987,0.001,0.00001,1100,gl-ol-cp-pl,52.3,3.27,12.3,13.7,0.34,3.83,8.61,2.15,1.46,0.46,,,98.42,8.04,5.1392,1.5292,4.43,3.61
AT-112,BakerEggler1987,0.001,0.00001,1122,gl-ol-cp-pl,51.4,2.12,13,13.5,0.39,4.55,9.5,2.65,1.23,0.35,,,98.69,7.32,4.6766,0.7966,3.44,3.88
AT-1+Mix,BakerEggler1987,8,0.5,1250,gl-ol-cp-pl,48.7,0.69,17.2,9.96,0.09,8.51,11.6,2.63,0.44,0.12,,,99.03,5.16,3.2888,0.2188,2.09,3.07
AT-1+Mix,BakerEggler1987,8,0.5,1200,gl-ol-cp-pl,48.2,0.98,16.7,9.83,0.17,8.13,11.8,2.64,0.42,0.23,,,99.1,4.76,3.0318,-0.0282,1.7,3.06
AT-1+Mix,BakerEggler1987,8,0.5,1200,gl-ol-cp-pl,47.8,1.21,15.9,11.3,0.25,7.17,11.5,2.77,0.55,0.19,,,98.64,4.44,2.8262,-0.4938,1.12,3.32
M-46+Mix,BakerEggler1987,8,0.5,1200,gl-ol-cp-pl,48.4,1.16,15.6,12.7,0.3,7.25,10.8,2.65,0.54,0.16,,,99.56,4.92,3.1346,-0.0554,1.73,3.19
29/02/2000,Yang1996,0.001,0.00001,1223,gl-ol-pl,49.7,1.18,16.4,8.78,0.15,9,11.8,2.53,0.1,0.04,,,99.68,5.96,3.8028,1.1728,3.33,2.63
29/02/2000,Yang1996,0.001,0.00001,1213,gl-ol-pl,50.2,1.38,15.4,9.46,0.14,8.35,12,2.63,0.11,0.04,,,99.71,6.36,4.0598,1.3198,3.62,2.74
29/02/2000,Yang1996,0.001,0.00001,1188,gl-ol-pl,50.2,1.58,14.2,9.84,0.19,7.71,12.3,2.64,0.14,0.04,,,98.84,6.36,4.0598,1.2798,3.58,2.78
29/02/2000,Yang1996,0.001,0.00001,1170,gl-ol-cp-pl,50.8,2.17,13.5,11,0.27,7.08,11.5,2.52,0.17,0.11,,,99.12,6.84,4.3682,1.6782,4.15,2.69
29/02/2000,Yang1996,0.001,0.00001,1152,gl-ol-cp-pl,50.4,3.33,12.5,12.9,0.22,6.22,10.4,2.51,0.25,0.48,,,99.21,6.52,4.1626,1.4026,3.76,2.76
29/02/2000,Yang1996,0.001,0.00001,1134,gl-ol-cp-pl,50,4.14,12.1,13.4,0.23,5.75,10,2.55,0.28,0.54,,,98.99,6.2,3.957,1.127,3.37,2.83
70-002,Yang1996,0.001,0.00001,1152,gl-ol-cp-pl,50.1,2.52,13.4,11.9,0.16,6.3,10.8,3.31,0.38,0.19,,,99.06,6.28,4.0084,0.3184,2.59,3.69
70-002,Yang1996,0.001,0.00001,1140,gl-ol-cp-pl,50.3,2.8,13.2,12.2,0.28,5.9,10.3,3.25,0.45,0.25,,,98.93,6.44,4.1112,0.4112,2.74,3.7
70-002,Yang1996,0.001,0.00001,1128,gl-ol-cp-pl,49.2,4.17,12,14.3,0.3,5.51,9.9,2.68,0.32,0.37,,,98.75,5.56,3.5458,0.5458,2.56,3
67-032,Yang1996,0.001,0.00001,1171,gl-ol-cp-pl,50.4,2.1,13.5,11.7,0.22,7.05,11.5,2.66,0.17,0.26,,,99.56,6.52,4.1626,1.3326,3.69,2.83
67-032,Yang1996,0.001,0.00001,1140,gl-ol-cp-pl,50.4,2.62,13,13,0.27,5.85,10.4,3.16,0.29,0.23,,,99.22,6.52,4.1626,0.7126,3.07,3.45
67-032,Yang1996,0.001,0.00001,1128,gl-ol-cp-pl,49.8,3.56,12.6,13.4,0.31,5.31,9.7,3.38,0.57,0.34,,,98.97,6.04,3.8542,-0.0958,2.09,3.95
67-032,Yang1996,0.001,0.00001,1110,gl-ol-cp-pl,49.8,4.92,11.7,14.2,0.21,4.7,8.88,3.32,0.68,0.45,,,98.86,6.04,3.8542,-0.1458,2.04,4
64-002,Yang1996,0.001,0.00001,1160,gl-ol-cp-pl,50.2,2.3,13.4,11.9,0.22,6.76,11.2,3.03,0.22,0.26,,,99.49,6.36,4.0598,0.8098,3.11,3.25
64-002,Yang1996,0.001,0.00001,1128,gl-ol-cp-pl,49.3,3.92,11.8,14,0.28,5.43,9.59,2.93,0.35,0.36,,,97.96,5.64,3.5972,0.3172,2.36,3.28
64-002,Yang1996,0.001,0.00001,1110,gl-ol-cp-pl,48.4,5.28,11.2,15.4,0.23,4.99,9.4,2.76,0.43,0.49,,,98.58,4.92,3.1346,-0.0554,1.73,3.19
61-002,Yang1996,0.001,0.00001,1160,gl-ol-cp-pl,50.4,2.27,13.3,11.9,0.23,6.71,11.2,2.73,0.19,0.26,,,99.19,6.52,4.1626,1.2426,3.6,2.92
61-002,Yang1996,0.001,0.00001,1140,gl-ol-cp-pl,50,2.98,12.8,13.1,0.28,6.06,10.5,2.91,0.31,0.26,,,99.2,6.2,3.957,0.737,2.98,3.22
61-002,Yang1996,0.001,0.00001,1128,gl-ol-cp-pl,49.8,3.33,12.2,14.3,0.25,5.29,9.73,3.08,0.37,0.32,,,98.67,6.04,3.8542,0.4042,2.59,3.45
61-002,Yang1996,0.001,0.00001,1110,gl-ol-cp-pl,49.2,4.33,11.4,15.8,0.26,4.74,9.16,3.02,0.43,0.44,,,98.78,5.56,3.5458,0.0958,2.11,3.45
RE-46,Yang1996,0.001,0.00001,1225,gl-ol-pl,50,0.55,15.2,8.52,0.18,10.1,14.1,1.14,0.01,0.12,,,99.92,6.2,3.957,2.807,5.05,1.15
RE-46,Yang1996,0.001,0.00001,1207,gl-ol-pl,50.1,0.58,14.8,9.17,0.1,9.43,14.1,1.42,0.02,0.1,,,99.82,6.28,4.0084,2.5684,4.84,1.44
RE-46,Yang1996,0.001,0.00001,1198,gl-ol-cp-pl,51.2,0.8,14,10.1,0.19,8.81,13.4,1.46,0.03,0.11,,,100.1,7.16,4.5738,3.0838,5.67,1.49
RE-46,Yang1996,0.001,0.00001,1170,gl-ol-cp-pl,52,1.15,13.3,12.2,0.22,7.31,12,1.61,0.02,0.14,,,99.95,7.8,4.985,3.355,6.17,1.63
RE-46,Yang1996,0.001,0.00001,1179,gl-ol-cp-pl,51.3,0.85,14,11,0.21,8,12.7,1.8,0.04,0.12,,,100.02,7.24,4.6252,2.7852,5.4,1.84
RE-46,Yang1996,0.001,0.5,1202,gl-ol-cp-pl,50.5,0.68,14.1,9.57,0.14,9.04,14.1,1.58,0.03,0.12,,,99.86,6.6,4.214,2.604,4.99,1.61
MA,Putirka1996,8,0.5,1225,gl-cp,49.85,1.48,17.78,10.33,0.18,7.11,9.89,3.06,0.14,,,0.02,99.84,6.08,3.8799,0.6799,2.88,3.2
MA,Putirka1996,10,0.5,1250,gl-cp,49.76,1.5,17.27,10.26,0.17,7.36,10,3.08,0.1,,,0,99.5,6.008,3.83364,0.65364,2.828,3.18
MA,Putirka1996,10,0.5,1270,gl-cp,49.9,1.59,17.16,10.31,0.16,7.21,9.95,2.95,0.12,,,0.01,99.36,6.12,3.9056,0.8356,3.05,3.07
MA,Putirka1996,12,0.5,1275,gl-cp-pl,49.84,1.58,18.06,10.7,0.19,6.76,9.41,3.19,0.16,,,0.03,99.92,6.072,3.87476,0.52476,2.722,3.35
A,Putirka1996,8,0.5,1200,gl-ol-cp,46.67,4.34,15.08,14.2,0.17,6.27,8.08,3.29,1.2,,,0.01,99.31,3.536,2.24538,-2.24462,-0.954,4.49
A,Putirka1996,10,0.5,1300,gl-cp-pl,46.59,3.54,13.55,13.38,0.2,8.9,9.46,2.76,0.86,,,0.07,99.31,3.472,2.20426,-1.41574,-0.148,3.62
A,Putirka1996,12,0.5,1320,gl-ol-cp,45.06,3.82,13.39,14.36,0.18,8.98,8.72,3.16,0.92,,,0.04,98.63,2.248,1.41784,-2.66216,-1.832,4.08
Fe,ToplisCarroll1995,0.001,0.00001,1146,gl-ol-pl,48.3,3.3,12.6,14.2,,5.83,10.6,2.61,0.33,,,,97.77,4.84,3.0832,0.1432,1.9,2.94
Fe,ToplisCarroll1995,0.001,0.00001,1130,gl-ol-cp-pl,48.17,4.2,11.8,15.73,,5.17,10.56,2.57,0.55,,,,98.75,4.736,3.01638,-0.10362,1.616,3.12
Fe,ToplisCarroll1995,0.001,0.00001,1158,gl-ol-pl,48.5,3.25,13.79,13.59,,6.5,10.5,2.55,0.32,,,,99,5,3.186,0.316,2.13,2.87
Fe,ToplisCarroll1995,0.001,0.00001,1134,gl-ol-pl,49.2,3.8,12.32,14.79,,5.46,10.9,2.7,0.43,,,,99.6,5.56,3.5458,0.4158,2.43,3.13
Fe,ToplisCarroll1995,0.001,0.00001,1125,gl-ol-cp-pl,49,4.1,11.82,15.18,,5.18,10.9,2.6,0.47,,,,99.25,5.4,3.443,0.373,2.33,3.07
Fe,ToplisCarroll1995,0.001,0.00001,1125,gl-ol-cp-pl,48.6,4.35,11.82,15.06,,5.03,10.6,2.63,0.47,,,,98.56,5.08,3.2374,0.1374,1.98,3.1
Fe,ToplisCarroll1995,0.001,0.00001,1115,gl-ol-cp-pl,49,4.62,11.68,15.74,,4.69,9.71,2.79,0.58,,,,98.81,5.4,3.443,0.073,2.03,3.37
Fe,ToplisCarroll1995,0.001,0.00001,1115,gl-ol-cp-pl,48.3,4.45,11.58,16.03,,4.71,8.8,2.73,0.53,,,,97.13,4.84,3.0832,-0.1768,1.58,3.26
Fe,ToplisCarroll1995,0.001,0.00001,1105,gl-ol-cp-pl,48.7,5.1,11.15,16.3,,4.23,9.3,2.9,0.57,,,,98.25,5.16,3.2888,-0.1812,1.69,3.47
Fe,ToplisCarroll1995,0.001,0.00001,1147,gl-ol-pl,48.3,3.2,13.3,13.69,,6,10.7,2.71,0.37,,,,98.27,4.84,3.0832,0.0032,1.76,3.08
Fe,ToplisCarroll1995,0.001,0.00001,1126,gl-ol-cp-pl,48.4,4.4,12.12,14.87,,4.93,10.8,2.66,0.59,,,,98.77,4.92,3.1346,-0.1154,1.67,3.25
Fe,ToplisCarroll1995,0.001,0.00001,1110,gl-ol-cp-pl,48.07,5.16,11.23,16.33,,4.27,9.93,2.78,0.62,,,,98.39,4.656,2.96498,-0.43502,1.256,3.4
B1,Berndt2005,2.06,0.02,1150,gl-ol-cp-pl,50.91,0.92,16.79,8.04,0.15,7.74,12.78,2.47,0.1,0.1,0.38,,100.38,6.928,4.42474,1.85474,4.358,2.57
B1,Berndt2005,2.04,0.02,1100,gl-ol-cp-pl,51.26,1.19,17.52,9.2,0.19,5.63,12.03,2.7,0.11,0.16,0.85,,100.84,7.208,4.60464,1.79464,4.398,2.81
FG1-Am,Thy2006,0.001,0.00001,1182,gl,48.73,2.18,14.15,12.87,0.22,7.07,11.58,1.89,0.71,0.19,,,99.59,5.184,3.30422,0.70422,2.584,2.6
FG1-Am,Thy2006,0.001,0.00001,1173,gl-ol-pl,48.49,2.33,13.72,13.71,0.24,6.65,11.74,1.92,0.75,0.2,,,99.75,4.992,3.18086,0.51086,2.322,2.67
FG1-Am,Thy2006,0.001,0.00001,1163,gl-ol-cp-pl,48.57,2.41,13.51,14,0.25,6.39,11.52,1.92,0.81,0.21,,,99.59,5.056,3.22198,0.49198,2.326,2.73
FG1-Am,Thy2006,0.001,0.00001,1154,gl-ol-cp-pl,48.13,2.63,13.01,14.48,0.24,5.95,11.12,1.92,0.83,0.24,,,98.55,4.704,2.99582,0.24582,1.954,2.75
FG1-Am,Thy2006,0.001,0.00001,1144,gl-ol-cp-pl,48.68,2.73,12.93,15.51,0.23,5.63,10.8,1.91,0.83,0.25,,,99.5,5.144,3.27852,0.53852,2.404,2.74
FG1-Am,Thy2006,0.001,0.00001,1135,gl-ol-cp-pl,48.13,3.22,12.72,15.59,0.2,5.06,10.25,2.02,1.2,0.34,,,98.73,4.704,2.99582,-0.22418,1.484,3.22
FG1-Am,Thy2006,0.001,0.00001,1126,gl-ol-cp-pl,48.22,3.43,12.53,16.37,0.24,4.81,9.94,2.02,1.25,0.32,,,99.13,4.776,3.04208,-0.22792,1.506,3.27
FG1-Am,Thy2006,0.001,0.00001,1117,gl-ol-cp-pl,48.63,3.91,12.19,16.54,0.21,4.21,9.49,2.05,1.36,0.34,,,98.93,5.104,3.25282,-0.15718,1.694,3.41
FG1-Am,Thy2006,0.001,0.00001,1197,gl-ol-cp-pl,48.78,4.32,12.08,16.76,0.24,4.13,9.18,2,1.42,0.36,,,99.27,5.224,3.32992,-0.09008,1.804,3.42
FG1-Ac,Thy2006,0.001,0.00001,1201,gl-ol-cp-pl,49.88,1.69,14.57,10.89,0.27,7.99,12.64,2.24,0.25,0.17,,,100.59,6.104,3.89532,1.40532,3.614,2.49
FG1-Ac,Thy2006,0.001,0.00001,1179,gl-ol-cp-pl,49.44,2.2,13.93,11.9,0.2,7.15,12.17,2.22,0.3,0.2,,,99.71,5.752,3.66916,1.14916,3.232,2.52
FG1-Ac,Thy2006,0.001,0.00001,1161,gl-ol-cp-pl,48.62,2.79,12.93,13.91,0.2,6.07,10.66,2.61,0.43,0.28,,,98.5,5.096,3.24768,0.20768,2.056,3.04
FG1-Ac,Thy2006,0.001,0.00001,1138,gl-ol-cp-pl,48.07,4.03,12.04,15.89,0.28,4.81,9.61,2.35,0.69,0.44,,,98.21,4.656,2.96498,-0.07502,1.616,3.04
FG1-Bm,Thy2006,0.001,0.00001,1182,gl,48.15,2.19,13.94,13.28,0.22,7.09,11.54,2.24,0.37,0.18,,,99.2,4.72,3.0061,0.3961,2.11,2.61
FG1-Bm,Thy2006,0.001,0.00001,1173,gl-ol-pl,48.49,2.32,13.62,13.81,0.24,6.78,11.59,2.35,0.37,0.19,,,99.76,4.992,3.18086,0.46086,2.272,2.72
FG1-Bm,Thy2006,0.001,0.00001,1163,gl-ol-cp-pl,48.22,2.52,13.13,14.12,0.26,6.39,11.43,2.34,0.43,0.24,,,99.08,4.776,3.04208,0.27208,2.006,2.77
FG1-Bm,Thy2006,0.001,0.00001,1154,gl-ol-cp-pl,48.4,2.68,12.69,14.99,0.3,6.04,10.97,2.43,0.47,0.22,,,99.19,4.92,3.1346,0.2346,2.02,2.9
FG1-Bm,Thy2006,0.001,0.00001,1144,gl-ol-cp-pl,47.99,2.99,12.43,15.96,0.26,5.69,10.75,2.38,0.47,0.27,,,99.19,4.592,2.92386,0.07386,1.742,2.85
FG1-Bm,Thy2006,0.001,0.00001,1135,gl-ol-cp-pl,47.8,3.26,12.18,16.47,0.26,3.33,10.41,2.26,0.63,0.29,,,96.89,4.44,2.8262,-0.0638,1.55,2.89
FG1-Bm,Thy2006,0.001,0.00001,1126,gl-ol-cp-pl,47.69,3.86,11.78,17.25,0.27,4.78,9.94,2.45,0.73,0.31,,,99.06,4.352,2.76966,-0.41034,1.172,3.18
FG1-Bm,Thy2006,0.001,0.00001,1117,gl-ol-cp-pl,47.36,4.37,11.45,17.26,0.26,4.31,9.76,2.32,0.71,0.43,,,98.23,4.088,2.60004,-0.42996,1.058,3.03
FG1-Bm,Thy2006,0.001,0.00001,1106,gl-ol-cp-pl,47.05,4.92,11.04,18.79,0.31,4.53,9.43,2.26,0.7,0.49,,,99.52,3.84,2.4407,-0.5193,0.88,2.96
FG1-Bc,Thy2006,0.001,0.00001,1201,gl-ol-pl,48.94,2,14.43,12.5,0.16,7.58,12.17,2.36,0.27,0.14,,,100.55,5.352,3.41216,0.78216,2.722,2.63
FG1-Bc,Thy2006,0.001,0.00001,1161,gl-ol-cp-pl,47.67,3.01,12.47,14.51,0.25,5.81,10.65,2.56,0.45,0.3,,,97.68,4.336,2.75938,-0.25062,1.326,3.01
FG1-Bc,Thy2006,0.001,0.00001,1116,gl-ol-cp-pl,47.88,4.59,11.14,17.52,0.29,4.2,9.33,2.41,0.75,0.58,,,98.69,4.504,2.86732,-0.29268,1.344,3.16
FG1-Cm,Thy2006,0.001,0.00001,1173,gl,47.66,2.87,13.74,15.25,0.25,6.34,10.63,2.45,0.42,0.26,,,99.87,4.328,2.75424,-0.11576,1.458,2.87
FG1-Cm,Thy2006,0.001,0.00001,1163,gl-pl,47.69,2.99,13.98,15.3,0.2,6.14,10.38,2.43,0.44,0.27,,,99.82,4.352,2.76966,-0.10034,1.482,2.87
FG1-Cm,Thy2006,0.001,0.00001,1154,gl-pl,47.52,2.96,13.33,15.41,0.25,5.97,10.44,2.52,0.43,0.32,,,99.15,4.216,2.68228,-0.26772,1.266,2.95
FG1-Cm,Thy2006,0.001,0.00001,1144,gl-ol-cp-pl,47.68,3.11,12.94,15.87,0.23,5.81,10.44,2.37,0.45,0.35,,,99.25,4.344,2.76452,-0.05548,1.524,2.82
FG1-Cm,Thy2006,0.001,0.00001,1135,gl-ol-cp-pl,47.59,3.87,12.52,17.4,0.25,5.4,10.06,2.52,0.56,0.42,,,100.59,4.272,2.71826,-0.36174,1.192,3.08
FG1-Cm,Thy2006,0.001,0.00001,1126,gl-ol-cp-pl,46.78,4.14,12.06,18.07,0.26,5.06,9.87,2.57,0.58,0.42,,,99.81,3.624,2.30192,-0.84808,0.474,3.15
FG1-Cm,Thy2006,0.001,0.00001,1117,gl-ol-cp-pl,46.17,4.5,11.79,18.66,0.28,4.66,9.58,2.48,0.61,0.47,,,99.2,3.136,1.98838,-1.10162,0.046,3.09
